## 0101	シド
東京都出身の人物	44.828563
日本の女性声優	44.696286
データイーストのゲームソフト	44.679127
2008年の映画	44.585775
Windows用ゲームソフト	44.57885
オールスターゲーム	44.452654
1982年生	44.33519
アメリカ合衆国の俳優	44.305972999999994
エミー賞受賞者	44.292191
ゴールデングローブ賞受賞者	44.292191
人物	43.9407
ノースカロライナ州の人物	43.903323
ブダペスト出身の人物	43.898014
1970年生	43.348406999999995
2D対戦型格闘ゲーム	43.333631
1996年のコンピュータゲーム	43.266811000000004
アクションゲーム	43.249149
日本のコンピュータゲームメーカー・ブランド	43.177176
ゾイドのゲーム作品	43.117621
2005年のコンピュータゲーム	43.073747
テーブルトークRPGに関係する企業	42.828642
2013年の映画	27.384666
あらすじの不十分な作品記事	27.384666
アメリカ合衆国の小説	26.964529
2008年の小説	26.964529
2012年の映画	26.770077
ゴルゴ13	24.365776
1999年のアーケードゲーム	24.365776
大型筐体ゲーム	24.365776
暗殺者を主人公としたコンピュータゲーム	24.365776
漫画のキャラクターゲーム	24.365776
ヘルシンキの交通	24.162985
曖昧さ回避の必要なリンクのあるページ	24.162985
フィンランドの空港	24.162985
1982年の小説	24.038094
スティーヴン・キングの小説	24.038094
文学	24.038094
1973年のメジャーリーグベースボール	23.909637
対戦型格闘ゲーム	23.576324
1994年のコンピュータゲーム	23.576324
MLBのタイトル・表彰	23.487457
スポーツライター	23.487457
ジャーナリズムの賞	23.487457
軍事関連の雑誌	23.471062
ゲーム雑誌	23.471062
1959年生	23.369156
俳優	23.369156
北海道出身の人物	23.369156
東京俳優生活協同組合	23.369156
武器・兵器	23.288048
アメリカ合衆国の地対空ミサイル	23.288048
スペイン語の男性名	23.25884
ユダヤ人の姓	23.25884
ドイツ語の姓	23.25884
スペイン語の姓	23.25884
2010年のコンピュータゲーム	23.230404
タイムクライシス	23.230404
ナムコのオムニバスゲーム	23.230404
漫画作品	23.177135
なかよし本誌の漫画作品	23.177135
1993年のアーケードゲーム	23.11109
人物の一覧	23.084787
哲学者	23.084787
思想家	23.084787
1944年の野球	23.055412
ハンブルクの企業	22.937887
ドイツの造船会社	22.937887
ドイツの軍需関連企業	22.937887
ドイツの航空機メーカー	22.937887
アーサー王伝説に関する文学作品など	22.91935
テーマ別の作品一覧	22.91935
アーサー王伝説	22.91935
シェイクスピア俳優	22.832413
イタリア系アメリカ人	22.832413
ニューヨーク州の人物	22.832413
1960年生	22.832413
1950年生	22.797556
岐阜県出身の人物	22.797556
日本の舞台俳優	22.797556
2001年のコンピュータゲーム	22.79023
SD作品	22.79023
ロボットアニメのクロスオーバー作品	22.79023
バンプレストのクロスオーバー作品	22.79023
コンピュータピンボール	22.79023
メディアファクトリーのゲームソフト	22.79023
ゲームボーイ用ソフト	22.79023
ロボットを主人公にした作品	22.79023
コンピュータグラフィックス	22.75991
次元	22.75991
ヨーロッパの人名	22.758114
広島東洋カープ	22.755291
野球	22.755291
チアリーディング	22.755291
プロ野球の応援団	22.755291
ドイツの文学賞	22.72305
フランクフルト・アム・マインの文化	22.72305
ドイツの賞	22.72305
ゲーテ	22.72305
ニューハンプシャー州の人物	22.686127
アイルランド系アメリカ人	22.686127
ロサンゼルス・ドジャース及びブルックリン・ドジャースの選手	22.686127
ゲームクリエイター	22.65846
1967年生	22.65846
スクウェア・エニックスの人物	22.65846
同人ソフト	22.647608
特筆性の基準を満たしていないおそれのある記事/2014年4月	22.647608
同人ゲームサークル	22.647608
恐竜を題材としたコンピュータゲーム	22.627764
ジュラシック・パーク	22.627764
1998年のコンピュータゲーム	22.627764
ファーストパーソン・シューティングゲーム	22.627764
2008年のコンピュータゲーム	22.61663
ディースリー・パブリッシャーのゲームソフト	22.61663
ホラーゲーム	22.61663
Xbox 360用ソフト	22.61663
韓国の野球	22.564869
カンヌ国際映画祭	22.496748
1983年の映画	22.496748
1983年のフランス	22.496748
1969年のメジャーリーグベースボール	22.43736
ワシントンD.C.のスポーツ	22.43736
哲学	22.435062
マルクス主義	22.435062
ユダヤ人の後裔	22.435062
ユダヤ系ハンガリー人	22.435062
共産主義者	22.435062
ドイツ社会主義の人物	22.435062
学者	22.435062
東欧社会主義	22.435062
ハンガリーの哲学者	22.435062
20世紀の哲学者	22.435062
ハンガリーのカトリック教会の信者	22.435062
1971年没	22.435062
19世紀の哲学者	22.435062
1885年生	22.435062
カリフォルニア州のスポーツ	22.400482
1959年の野球	22.400482
ゴールデンラズベリー賞	22.325418
2015年	22.301146
2015年のスポーツ	22.301146
1974年のメジャーリーグベースボール	22.264832
1989年生	22.25442
小説家一覧	22.179625
1961年生	22.170103
ナショナルリーグ首位打者	22.08516
ジョージア州の人物	22.08516
ルーキー・オブ・ザ・イヤー (MLB)	22.08516
最優秀選手 (MLB)	22.08516
1987年生	22.08516
ウォー・シミュレーションゲーム	22.069828
SDガンダムのゲーム作品	22.069828
1992年のコンピュータゲーム	22.069828
勇者王ガオガイガー	22.047382
1999年のコンピュータゲーム	22.047382
PlayStation用ソフト	22.047382
タカラトミーのゲームソフト	22.047382
勇者シリーズ	22.047382
あらすじの作成が望まれている作品記事	22.030804
2009年の小説	22.030804
ドイツの人物	21.987123
ドイツ人	21.987123
ドイツ系人	21.987123
ドイツ	21.987123
ドイツ関連一覧	21.987123
出身別の人名一覧	21.987123
MTVムービー・アワード	21.95648
2012年の映画賞	21.95648
ローカルタレント	21.953577
ラジオ番組のパーソナリティ・DJ	21.953577
ニューヨーク市出身の人物	21.953577
産業医科大学の教員	21.953577
在日アメリカ人	21.953577
2009年のコンピュータゲーム	21.951086
フリーゲーム	21.951086
オークランド・レイダーズ及びその前身球団の選手	21.932716
MLBオールスターゲームMVP	21.932716
NFL選手	21.932716
アフリカ系アメリカ人のアメリカンフットボール選手	21.932716
アフリカ系アメリカ人の野球選手	21.932716
アメリカンフットボールのランニングバック	21.932716
アラバマ州の人物	21.932716
1962年生	21.932716
カンザスシティ・ロイヤルズの選手	21.932716
シカゴ・ホワイトソックスの選手	21.932716
ハイズマン賞受賞者	21.932716
プロボウル選出選手	21.932716
ロサンゼルス・エンゼルス及びその前身球団の選手	21.932716
投資家	21.932716
複数のスポーツで活躍した野球選手	21.932716
複数のスポーツで活躍したアメリカンフットボール選手	21.932716
JBL	21.887785
バスケットボール	21.887785
プロジェクトバスケットボール項目	21.887785
日本のバスケットボール大会	21.887785
マーベル・コミックのゲーム作品	21.884266
マーベル・コミックのクロスオーバー作品	21.884266
カプコンのゲームソフト	21.884266
横スクロールアクションゲーム	21.884266
1997年の映画	21.883354
オーストリアの映画作品	21.883354
サイコスリラー映画	21.883354
サスペンス映画	21.883354
ミヒャエル・ハネケの監督映画	21.883354
ロジャー・ドナルドソンの監督映画	21.763052
イギリスの犯罪映画	21.763052
イギリス王室を題材とした作品	21.763052
イギリスのサスペンス映画	21.763052
実際の出来事に基づいた映画作品	21.763052
2013年の映画賞	21.746511
放送映画批評家協会賞	21.746511
中野区の企業	21.729584
トレジャー	21.729584
1975年のメジャーリーグベースボール	21.729527
ミルウォーキーのスポーツ	21.729527
ウィーン国立音楽大学出身の人物	21.718407
1973年生	21.718407
オーストリアの声楽家	21.718407
ケルンテン州出身の人物	21.718407
バリトン歌手	21.718407
ドーハ	21.69204
カタールの空港	21.69204
動物を主人公にした物語	21.681112
ソニー・コンピュータエンタテインメントのゲームソフト	21.681112
2012年のコンピュータゲーム	21.681112
文明崩壊後の世界が描かれたコンピュータゲーム	21.681112
東京を舞台としたコンピュータゲーム	21.681112
渋谷区を舞台とした作品	21.681112
バージニア州ノーフォーク出身の人物	21.649063
ニューヨーク・メッツの選手	21.649063
サイ・ヤング賞	21.648903
1999年没	21.648903
オークランド・アスレチックスの選手	21.648903
1946年生	21.648903
ニューヨーク・ヤンキースの選手	21.648903
最優秀防御率 (MLB)	21.648903
最多勝利 (MLB)	21.648903
筋萎縮性側索硬化症で死亡した人物	21.648903
石川県出身の人物	21.636503
出典を必要とする存命人物記事/2011年12月	21.636503
過去の81プロデュース所属者	21.636503
1948年生	21.636503
ゲームの賞	21.616512
携帯電話アプリゲーム	21.593681
シミュレーションRPG	21.593681
PlayStation 2用ソフト	21.593681
サンフランシスコ・ジャイアンツ	21.580385
カンザスシティ・ロイヤルズ	21.580385
2014年のメジャーリーグベースボール	21.580385
メジャーリーグ	21.580385
ワールドシリーズ	21.580385
1988年のコンピュータゲーム	21.568037
キャラクターゲーム	21.568037
ファミリーコンピュータ用ソフト	21.568037
1980年代の玩具	21.56174
イギリスの娯楽	21.56174
タカラトミー	21.56174
ハズブロ	21.56174
パーティーゲーム	21.56174
ブロック玩具	21.56174
Wikifyが必要な項目/2013年1月-6月	21.530104
ゴルフ	21.530104
ゴルフ	21.530104
優勝者一覧	21.530104
トレーディングカードゲーム	21.52394
新潟県出身の人物	21.511787
1968年のメジャーリーグベースボール	21.509897
テキサス州のスポーツ	21.509897
サッカーゲーム	21.485195
サッカー	21.485195
サッカー	21.485195
サッカーの種類	21.485195
インドアスポーツ	21.485195
スポーツゲーム	21.485195
フットボール	21.485195
ボードゲーム	21.485195
抽象戦略ゲーム	21.485195
球技	21.485195
2003年のコンピュータゲーム	21.480066
2004年のコンピュータゲーム	21.480066
ゲームキューブ用ソフト	21.480066
ドンキーコングシリーズ	21.480066
音楽ゲーム	21.480066
2000年生	21.47356
アメリカ合衆国出身の双子	21.47356
アルバカーキ出身の人物	21.47356
双子の芸能人	21.47356
世界ラリー選手権	21.471558
ウェールズのスポーツ	21.471558
ラリー競技会	21.471558
イギリスのモータースポーツ大会	21.471558
ゴルフ用語	21.468876
メジャー選手権	21.468876
1953年生	21.462952
ECMレコードのミュージシャン	21.462952
イギリスのクラシック音楽のピアニスト	21.462952
デトモルト音楽大学の教員	21.462952
ハンガリーのクラシック音楽のピアニスト	21.462952
ミュンヘン音楽・演劇大学の教員	21.462952
リスト・フェレンツ音楽大学の教員	21.462952
リスト・フェレンツ音楽大学出身の人物	21.462952
1934年生	21.459778
カナダの俳優	21.459778
スコットランド系カナダ人	21.459778
ニューブランズウィック州の人物	21.459778
ゲーム音楽の作曲家	21.456919
1979年生	21.456919
タイトーの人物	21.456919
音楽関係者	21.456919
日本の作曲家	21.456919
1990年設立の企業	21.447592
新宿区の企業	21.447592
アイルランドのバンド	21.439571
イギリスのコンピュータゲームメーカー・ブランド	21.425993
ロンドン証券取引所上場企業	21.425993
検証が求められている記述のある記事/2014年1月-6月	21.421898
CBCテレビのバラエティ番組	21.415737
1992年のテレビ番組 (日本)	21.415737
JR東海グループの歴史	21.415737
一社提供番組	21.415737
吉本興業の番組	21.415737
視聴者参加型番組	21.415737
コンピュータゲーム用語	21.40284
企業	21.402649
ホビージャパン	21.402649
日本の出版社	21.402649
