## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
1977年生	42.501476,0.44209612197073606
1998年開業の施設	49.799328,0.46583057476629575
菓子の商品名	42.985317,0.45641349570377987
1999年開業の施設	47.3006,0.46583057476629575
2006年開業の施設	46.750397,0.46583057476629575
2005年開業の施設	44.857723,0.46583057476629575
1994年開業の施設	44.46687,0.46583057476629575
2003年開業の施設	44.31988,0.46583057476629575
2009年開業の施設	44.260094,0.46583057476629575
1997年開業の施設	44.178513,0.46583057476629575
2004年開業の施設	44.040054,0.46583057476629575
2001年開業の施設	43.948578,0.46583057476629575
2007年開業の施設	43.88603,0.46583057476629575
1992年開業の施設	43.322624,0.46583057476629575
オリジナルキャラクター	42.739037,0.465581968735711
世界基督教統一神霊協会	42.985317,0.4704637872797796
日本の俳優	42.501476,0.4773383916323731
アイドル	43.003727,0.4810357938957476
東京都出身の人物	44.538006,0.48783970066173854
日本の男性声優	52.814217,0.5073046146262002
日本の音楽プロデューサー	44.538006,0.4941279157458212
漫画家	53.75918,0.5142582590306355
人物	98.26288199999999,0.611111111111111
日本の映画	47.27175,0.5072329992887261
2014年のアルバム	96.568318,0.6146380904921125
日本のミュージシャン	48.42018,0.5134184688643118
音楽	98.63896600000001,0.6213101557141631
建築	90.183079,0.6094557773919753
日本の漫画家	53.75918,0.5351182413122999
ジャズ・クラブ	42.972965,0.5252703422346877
日本の小売業者	57.30184,0.5559398074718666
ソフトドリンク	42.985317,0.5275763031550069
文人	95.00148,0.6410500711174457
東急グループ	44.178513,0.5374191529492455
1999年竣工の建築物	47.3006,0.5455163922246853
ニューヨーク市の音楽	42.972965,0.536565320353647
1996年竣工の建築物	46.035366,0.5455163922246853
1994年竣工の建築物	44.46687,0.5455163922246853
羊毛とおはなのアルバム	48.600513,0.5643781102347203
韓国の食文化	42.985317,0.5525273961429279
1987年竣工の建築物	43.788143,0.5639941814081314
1979年竣工の建築物	42.985317,0.5639941814081314
声優	52.814217,0.6033556276298528
ミニ・アルバム	103.39236,0.7123400062871514
2007年のアルバム	103.181883,0.7126771404892548
市販清涼飲料水	42.985317,0.587800455580323
1978年開業の鉄道駅	42.985317,0.589236117189598
日本の歌手グループ	86.657715,0.682272360666565
コンピュータアニメーション	46.306087,0.5999412208093708
群馬県	46.035366,0.6018181664737654
兵庫県	46.035366,0.6018181664737654
VOCALOIDを用いている音楽家	48.42018,0.6079064360544314
アピタ	183.509109,0.895038223022405
2010年のアルバム	50.480778,0.6146380904921124
ジャズ	52.369278,0.6290501276992564
ラジオ番組	46.035366,0.6187111429040923
フジグランの店舗	183.92797499999998,0.9106305191186556
シングル	46.211628,0.6197882641032236
1957年のアルバム	42.977245,0.6146380904921125
北海道のショッピングセンター	179.55167,0.9152969726413656
2005年開業の鉄道駅	43.34656,0.6277429544666899
日本のアイドルグループ	43.003727,0.6364956275720164
テクノポップ	45.54522,0.6453446519918837
短編アニメ	46.306087,0.6524582250228622
日本のR&B・ミュージシャン	49.10312,0.6670739100484872
日本の小説家	48.42018,0.6819577051474199
島根県出身の人物	53.75918,0.6980523643499466
日本のウェブサイト	47.27175,0.6847233335873596
栃木県出身の人物	52.814217,0.6980523643499466
2013年のアルバム	44.488808,0.6819886378791343
福岡県出身の人物	50.669937,0.6959754610577655
2008年のテレビアニメ	46.306087,0.6881942524958086
早稲田大学の教員	46.5813,0.6931315979366713
カバー・アルバム	55.410492,0.7123400062871514
2008年のアルバム	55.410492,0.7126771404892548
長大な音楽作品名	48.81099,0.698803208590535
兵庫県出身の人物	48.42018,0.6980523643499466
群馬県出身の人物	46.230854,0.6980523643499466
PE'Zのアルバム	55.410492,0.7194401985334742
ソニー・ロリンズのアルバム	42.977245,0.6961244125641417
リミックス・アルバム	50.480778,0.7123400062871514
仙台市出身の人物	48.42018,0.7100061918914801
神奈川県出身の人物	42.501476,0.6980523643499466
広島市出身の人物	45.80825,0.7100061918914801
文學界新人賞受賞者	48.42018,0.7202252657750343
ライブ・アルバム	42.977245,0.7123400062871514
映画のサウンドトラック	48.81099,0.7256103121189605
日本の喫茶店	52.369278,0.7338909381668189
ニコニコ動画	48.42018,0.734460959092237
ニューヨーク市の建築物	42.972965,0.7232859325442186
東京女子流のアルバム	48.81099,0.7383052084524082
イオングループの商業施設	43.590942,0.7280994227251942
日本の書店	57.30184,0.7580083519090077
歌手	48.910446,0.7447943625953789
札幌市の建築物	90.221093,0.8328890794086267
トイズファクトリーのアーティスト	49.10312,0.7459963269382208
福岡県のショッピングセンター	138.611336,0.9397829742036274
広島県のショッピングセンター	132.679978,0.9628774463925086
文化放送のラジオ番組	46.035366,0.7721163915963528
マイカル	88.057812,0.866235546160551
日本のジャズ・バンド	46.269688,0.7771963793443792
神戸ハーバーランド	46.035366,0.7775051189099033
明治学院大学出身の人物	48.42018,0.7839444105081161
ブルーノート・レコードのアルバム	42.977245,0.7793173458496861
新宿	52.369278,0.8031343305553174
マンハッタンの地区	45.449028,0.7907653364750568
ジンギスカン料理	42.985317,0.7855009515567845
インターネット	47.27175,0.7965977446630659
2013年のシングル	46.211628,0.7943599910138189
双日	44.31988,0.7902282607806104
ビーイング関連アルバム	47.757328,0.7999844740553792
佐賀市の建築物	88.467593,0.8921102902885738
日本のオリジナルテレビアニメ	46.306087,0.8023781348236739
グリニッジ・ヴィレッジ	45.449028,0.806627387847381
コンピュータゲームのサウンドトラック	53.31954,0.8248092709226394
佐賀県の商業施設	88.467593,0.9063706384003845
広島県の映画館	88.814758,0.9111886665364781
同志社大学出身の人物	45.80825,0.81590458027311
法政大学出身の人物	46.5813,0.8191876818868122
神戸新聞社	46.035366,0.8193677513193491
福岡県の画像提供依頼	47.3006,0.8229682074652777
ファイナルファンタジーの音楽	53.31954,0.8368423224594194
ユニー	42.985317,0.8211129698693034
イズミグループの歴史	43.86522,0.8232572766632373
名古屋市の画像提供依頼	57.30184,0.8549420325092165
北陸地方のショッピングセンター	91.247755,0.9403827958295231
北海道の商業施設	46.404797,0.8409863530811011
ジャスダック上場企業	57.30184,0.8717980140996514
北海道の菓子	42.985317,0.8448202773729233
愛媛県のショッピングセンター	92.311398,0.9628774463925086
宮崎放送	51.031353,0.8715428007800592
伊勢崎市	46.035366,0.8614835517298133
フォーラス	43.788143,0.8597114184134946
パルコ	46.47434,0.8680358219713613
愛知県のショッピングセンター	88.63230899999999,0.9628774463925086
旭川市の建築物	44.040054,0.8716639442189961
名東区の企業	57.30184,0.9034363211591221
宮崎市の建築物	51.031353,0.8921102902885737
ラジオ関西	46.035366,0.8815394705917899
福山市の建築物	44.701935,0.8820546585251231
福井県の建築物	47.6234,0.888663683425259
BS朝日のテレビ番組	46.306087,0.8861527143704274
堺市の建築物	43.735855,0.8820546585251231
大津市の建築物	46.47434,0.8921102902885737
釧路市	46.837597,0.8932473650227194
神戸市の建築物	46.035366,0.8921102902885737
宮崎県の商業施設	51.031353,0.9063706384003845
松江市の建築物	44.46687,0.8921102902885738
苫小牧市	44.857723,0.8932473650227194
高知市の建築物	44.011505,0.8921102902885737
広島市の建築物	43.86522,0.8921102902885738
秋田市の建築物	43.788143,0.8921102902885737
富山市の建築物	43.624355,0.8921102902885737
岡山市の建築物	42.985317,0.8921102902885738
キッズステーションのアニメ	46.306087,0.9005490146982577
那覇市の建築物	44.397137,0.8971381061702992
愛知県の鉄道駅	43.34656,0.8965491079177885
福井県の商業施設	47.6234,0.9063706384003845
天白区の交通	42.985317,0.8984887408788677
福岡県の映画館	47.3006,0.9111886665364781
厚別区	46.404797,0.9092651400677298
ビブレ	42.985317,0.9024696495359655
島根県の商業施設	44.46687,0.9082451740085234
富山県の商業施設	43.624355,0.9063706384003845
高知県の商業施設	44.011505,0.9082451740085236
広島市の画像提供依頼	43.86522,0.9081352623903319
広島県の商業施設	43.86522,0.9082451740085234
清田区	43.816296,0.9092651400677298
岡山県の商業施設	42.985317,0.9082451740085234
ダイヤモンドシティ	43.735855,0.9101426642607595
宮城県の映画館	43.88603,0.9111886665364781
名古屋市の鉄道駅	42.985317,0.9219397711075279
ウォーク	44.260094,0.9278743266318016
長久手市の交通	43.34656,0.9269795576290453
中国地方のショッピングセンター	44.46687,0.9323597090049154
若松区	43.03604,0.9296240569272978
都筑区	48.612736,0.9432078760859623
福井市の企業	47.6234,0.9455857026248857
イオンタウン	48.612736,0.9499051390317788
愛知高速交通の鉄道駅	43.34656,0.9386594243118664
ゆめタウン	48.274696,0.9505316876000229
八王子市のショッピングセンター	44.178513,0.9471908704132372
金沢市の商業施設	46.624985,0.9572934701542891
栃木県のショッピングセンター	48.84357,0.9628774463925086
長野県のショッピングセンター	48.274696,0.9628774463925086
名古屋市交通局の鉄道駅	42.985317,0.9514450916480738
北谷町	49.799328,0.9670001446759259
糸満市	49.529816,0.9711718749999998
福井県のショッピングセンター	47.6234,0.9670001446759258
奈良県のショッピングセンター	47.2534,0.9670001446759258
読谷村	48.612736,0.9711718749999998
徳島県のショッピングセンター	46.750397,0.9670001446759258
宮崎県のショッピングセンター	46.543377,0.9670001446759259
浦添市	48.391804,0.9711718749999998
滋賀県のショッピングセンター	46.47434,0.9670001446759258
大分県のショッピングセンター	46.38097,0.9670001446759259
秋田市の商業施設	43.788143,0.9614065581061384
群馬県のショッピングセンター	46.035366,0.9670001446759258
佐野市	48.84357,0.974548611111111
熊本県のショッピングセンター	45.192226,0.9703755144032921
東温市	48.36282,0.9779629629629628
佐久市	48.274696,0.9779629629629628
筑紫野市	48.274696,0.9779629629629628
石川県のショッピングセンター	44.35787,0.970375514403292
東広島市の建築物	44.112823,0.9702037037037038
岡山県のショッピングセンター	44.04059,0.970375514403292
久山町	47.3006,0.9779629629629628
宮城県のショッピングセンター	43.88603,0.970375514403292
上牧町	47.2534,0.9779629629629628
削除依頼中のページ	52.369278,0.9897119341563786
大阪府のショッピングセンター	43.735855,0.970375514403292
神奈川県のショッピングセンター	43.590942,0.970375514403292
横浜市のショッピングセンター	48.612736,0.9817672610882486
石井町	46.750397,0.9817672610882486
青森県のショッピングセンター	43.322624,0.974106779962404
都城市	46.543377,0.9817672610882486
中津市	46.38097,0.9817672610882486
名護市	43.816296,0.9783200445816186
紙屋町・八丁堀	43.86522,0.9784987891412217
広島市中区の歴史	43.86522,0.9786264638266524
八代市	45.192226,0.9817672610882486
江南市	44.372215,0.9817672610882486
かほく市	44.35787,0.9817672610882486
稲沢市	44.260094,0.9817672610882486
津山市	44.04059,0.9817672610882486
新居浜市	43.948578,0.9817672610882486
石巻市	43.88603,0.9817672610882486
海老名市	43.590942,0.9817672610882486
つがる市	43.322624,0.9817672610882486
## IMINE2-J-050	キティちゃん
存命人物	1026.276141,
ハローキティ	206.45161199999998,0.09230324074074074
日本の女性声優	247.61655199999998,0.46631809339768737
東京都出身の人物	197.499854,0.42550649567702115
科学啓蒙	22.217714,0.07860850337219936
日本のタレント	149.488462,0.4754845359519676
ストリッパー	68.338013,0.30397858796296295
1959年生	95.650271,0.38335873986226615
知的財産権	25.676167,0.1981782128432077
ブロック玩具	34.980038,0.24095936186842712
2010年代の玩具	34.980038,0.255289021759204
日本の俳優	97.725742,0.44276171115897917
アイドル	175.940264,0.6666666666666666
グラビアアイドル	136.256676,0.5791018241371838
1984年生	67.05559600000001,0.38335873986226615
声優	157.78789099999997,0.6458333333333333
1979年生	58.414287,0.38335873986226615
1992年生	57.974436,0.38335873986226615
1960年生	53.70702,0.38335873986226615
1950年代生	34.171276,0.32950664852136274
日本の実業家	38.07001,0.34152321507812894
1991年生	52.67936,0.38335873986226615
鉄道のマスコット	32.76223,0.32750020875927394
1954年生	51.957411,0.38335873986226615
レースクイーン	63.289763,0.4254531824859324
企業のマスコット	22.26753,0.309231718390915
ギターメーカー	26.256104,0.3262996520712671
