## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
韓国の亡命者	15.007908,0.38819444444444445
服飾	12.170582,0.2938654853698702
分析	14.432476,0.38210933114741097
ご当地検定	15.007643,0.4050190800754458
韓国の学者	15.007908,0.40960705304069495
雑誌編集者	15.007908,0.41136359739368994
英語教育	13.388302,0.3666037987254229
株式市場	11.775772,0.3112060185185185
日本の教育	13.388302,0.37525720164609044
フーリエ解析	15.742774,0.4596346119929453
日本の工業に関する学科設置高等学校	14.901924,0.4314960802265006
衣類	12.170582,0.34439988961762685
1957年生	15.1447525,0.45646519204389563
1924年生	15.007908,0.45646519204389563
最適化	12.656238,0.3811481455965445
日本の経済学者	13.222336,0.4048130554841106
日本の服飾関連学校	15.951979,0.5113384822780921
ゲームクリエイター	13.943952,0.43986726242188684
1972年設立の企業	14.063686,0.4489984567901234
日本の社会学者	12.378891,0.39234198173868307
身体装飾	12.170582,0.38594533898564565
1985年生	14.063686,0.45646519204389563
計算用具	12.007308,0.38511400858234646
1968年生	13.943952,0.45646519204389563
タイピング	12.894936,0.421363296690037
日本の実業家	11.88223,0.38643604252400543
救急救命士	12.122673,0.39561011659807954
中東の民族	11.88223,0.3871638695987654
英語の姓	15.197861,0.512524452017604
1979年生	13.508214,0.45646519204389563
東京都区部の私立高等学校	27.6804665,0.9671083152339581
戦後日本の教育	13.388302,0.46690219907407404
漫画家	15.388231,0.5444444444444444
解析学	11.775772,0.4176346098933401
貨物自動車	16.657492,0.5955692729766804
演繹	14.630025,0.5231071873204504
日本の漫画家	15.388231,0.5511653377914951
1948年生	12.733333,0.45646519204389563
1927年生	12.733333,0.45646519204389563
1974年生	12.733333,0.45646519204389563
技能士	13.047639,0.47743285742098185
デザイン	15.238041,0.5571691029667325
古代アナトリア	11.88223,0.4374755988868883
1947年生	12.378891,0.45646519204389563
日本の映画プロデューサー	15.1447525,0.5604486025377229
1980年生	12.122673,0.45646519204389563
1993年生	12.061993,0.45646519204389563
過去の松竹芸能所属者	14.2152815,0.5374127657750342
1977年生	11.88223,0.45646519204389563
1942年生	11.88223,0.45646519204389563
確率過程	11.775772,0.45473182319223987
住友グループ	14.063686,0.5485964506172839
日本のミュージシャン	13.508214,0.5287581268575674
大阪府	16.01884,0.6311111111111112
日本の考古学者	12.733333,0.5153308911084438
ヒッタイト帝国	11.88223,0.4874120241027262
資格	16.806608,0.6666666666666666
日本の女性モデル	11.88223,0.4915268132716049
数値解析ソフトウェア	14.339923,0.5801670827056388
日本の歌手	13.508214,0.5515791020090306
日本の美人コンテスト出場者	11.88223,0.49369885438100125
奈良文化財研究所の人物	12.733333,0.5243789958112874
日本のダンサー	11.88223,0.4959142875514403
ゲーム音楽の作曲家	13.943952,0.5733043144147233
医学	16.306538,0.6597222222222222
グラフ作成ソフト	15.639296,0.6371500764375393
グラビアモデル	11.88223,0.5047382095499379
1964年開業の鉄道駅	14.760942,0.6082169963338558
日本文学研究者	13.680168,0.569852682398834
チアリーダー	12.733333,0.5391346583300672
漢字	12.58819,0.5367617168788239
英語学者	12.733333,0.5457679076646091
グラフ	12.007308,0.5212162736006324
ダイアグラム	12.007308,0.525333599588069
ラテン文字	13.149759,0.5751362413874871
お笑い芸人	14.063686,0.6106400113903585
日本近現代史学者	12.378891,0.551420673281676
イギリス文学者	11.88223,0.5386617476851852
戦前日本の教育	13.388302,0.5937056030362599
近畿地方のご当地検定	16.01884,0.6902227015525626
中部地方のマスコット	16.529558,0.7086693143497734
日本の私立短期大学	13.072651,0.5887884087791495
キョンチャ	16.657492,0.7170915852194787
文化	12.170582,0.5576388888888888
曲線	16.306538,0.705617587807627
データ放送連動番組	12.397001,0.5701723863413678
Apacheソフトウェア財団	15.880398,0.7038510266632372
日本の自動車部品サプライヤー	14.063686,0.6416930655578417
ラジオ番組のパーソナリティ・DJ	12.733333,0.5971726305298354
京都府出身の人物	15.773049,0.7199154092363969
映画関連の人物	15.1447525,0.7035061728395062
音楽家	13.943952,0.6611111111111112
微分方程式	11.775772,0.5856262958063884
奈良県出身の人物	15.506075,0.7201999385573844
1987年のテレビドラマ	12.397001,0.6164188957475993
ローカルタレント	12.733333,0.6295936213991767
職業	15.238041,0.7206597222222222
東京女子大学の教員	15.007908,0.712596418467078
経済学者	13.222336,0.6494444444444445
事業持株会社	12.733333,0.6397260802469136
日本のソフトウェア会社	13.943952,0.6841942301097393
短期大学	13.072651,0.6553819444444444
Java	15.880398,0.7603893332761774
生年非公表	11.88223,0.6329624485596708
日本のサッカー審判員	12.122673,0.6437739181654218
芸能人	12.733333,0.6666666666666666
住友電工	14.063686,0.7158996080056395
北海道出身の人物	11.88223,0.6392716744346758
日本のコンピュータゲームメーカー・ブランド	13.9004545,0.7145827659893689
大阪市の文化	16.01884,0.7926455094497789
神戸大学の教員	13.680168,0.7121099858539093
青山学院大学の教員	13.680168,0.7131744255829905
サンミュージック	14.8424015,0.7559256901577504
静岡市出身の人物	14.063686,0.7316555212620027
ビーイング系列所属者	13.508214,0.7226780168800487
韓国のキリスト教徒	15.007908,0.7772190205975652
日本大学の教員	13.222336,0.7149999678497941
日本の競馬に関する人物	12.733333,0.7015320959416574
栃木県出身の人物	13.222336,0.7199154092363969
豊島区の学校	15.951979,0.8213448431069957
生活	12.170582,0.6904320987654321
広島大学の教員	12.733333,0.7121099858539093
日本のギタリスト	13.508214,0.7431676526063099
高知県出身の人物	12.733333,0.7178575037930748
大阪府出身の人物	12.733333,0.7201999385573844
同志社女子大学の教員	12.455335,0.7132316422325102
関西大学の教員	12.455335,0.7137123521090533
横浜国立大学出身の人物	15.506075,0.8247601594650206
千葉県出身の人物	12.477186,0.7199154092363969
兵庫県出身の人物	12.455335,0.7199154092363969
セント・フォース	12.733333,0.7364563078703703
浅井企画	14.2152815,0.790965861839849
ネコをモチーフにしたマスコット	16.529558,0.8754794667352537
GNUプロジェクト	12.733333,0.7399998642546867
関西外国語大学の教員	12.733333,0.7401888181584362
安田女子大学の教員	12.733333,0.7401888181584362
埼玉県出身の人物	12.122673,0.7199154092363969
長崎県出身の人物	12.061993,0.7178575037930748
大田区の学校	14.901924,0.8213448431069957
大阪府の文化	16.01884,0.8637682898948331
島根大学の教員	12.733333,0.7479714399005486
岐阜県出身の人物	11.88223,0.7199154092363969
テレビのアイドル番組	13.306291,0.7723925264550264
BEMANIシリーズの人物	13.943952,0.7988969244398718
東京都区部の専修学校	15.951979,0.8736249892832647
新宿区の企業	13.9004545,0.8021117380401234
エビス大黒舎	13.508214,0.790965861839849
ピックアップトラック	13.508214,0.7995044581618654
神戸市外国語大学出身の人物	12.455335,0.7625666152263374
共同テレビのテレビドラマ	12.397001,0.7696899648491083
慶應義塾大学出身の人物	13.222336,0.8013459951560356
私立中高一貫校	12.7785425,0.7935393518518519
東京都の私立学校	15.951979,0.9073871527777776
フジテレビの深夜番組	13.306291,0.8151374421296295
フジテレビのテレビドラマ	12.397001,0.7850625321502057
新宿区の鉄道駅	14.760942,0.877947295096022
島根県の食文化	14.2152815,0.8603634580761315
東京都北区の学校	12.7785425,0.8213448431069957
青山学院大学出身の人物	12.733333,0.8262709619341563
かつて存在した東京都の企業	12.733333,0.8309099508459076
かつて存在した日本のコンピュータゲームメーカー	12.733333,0.83519087924859
毎日新聞社の人物	12.378891,0.8384338813157292
東京地下鉄の鉄道駅	14.760942,0.9299289373285321
阿倍野区の企業	13.943952,0.9102816358024691
NHKのクイズ番組	12.397001,0.8584104938271605
新潟県の食文化	12.325777,0.8618494405864195
新潟県の大学	13.072651,0.8926362654320986
フジテレビのバラエティ番組	13.306291,0.9114597800925925
NHKのBS番組	12.397001,0.8922496570644719
訳語に疑問点のある記事	15.388231,1.0
ドワンゴ	12.733333,0.906223315329218
伊丹市の企業	14.063686,0.9834031635802468
高梁市の企業	14.063686,0.9889005347650892
東京都区部の私立中学校	12.7785425,0.9724950742709443
## IMINE2-J-048	神田沙也加
存命人物	1088.329177,
松田聖子の楽曲	462.668713,0.08680555555555555
日本の俳優	420.5501249999999,0.3954699104214891
東京都出身の人物	299.136742,0.374569492372066
松田聖子が制作した楽曲	248.78869400000002,0.5225163024148824
日本の作曲家	226.686563,0.4155640211170756
日本の歌手	213.763057,0.4333519199617278
日本のアイドル	213.763057,0.43338682449403604
俳優	218.170257,0.5226111111111111
松田聖子のアルバム	199.408922,0.5178646660949957
日本の作詞家	170.527988,0.45996963317829237
日本の編曲家	153.01187799999997,0.43585028984582636
舞台芸術	163.365829,0.5021440972222222
NHK紅白歌合戦出演者	163.222577,0.5152385865812696
1986年生	134.82265,0.3435392478660301
日本のミュージカル俳優	165.60519000000002,0.5355787251929907
日本の女性声優	134.82265,0.44573492530435527
企業	142.369813,0.4977604166666666
シングル	136.695173,0.4958043981481481
蒲池氏	163.222577,0.6586089060944917
テレビ番組	125.82436299999999,0.4967175925925926
ソニー・ミュージックレコーズのアーティスト	163.222577,0.8354550771942849
日本のギタリスト	143.559405,0.6970988178994484
松本隆が制作した楽曲	130.034633,0.6480157601871499
1971年生	100.56377,0.4265308967942672
江崎グリコ	112.62115399999999,0.5245765350439475
NHK紅白歌合戦歌唱楽曲	124.02213599999999,0.6602927652147579
ユニバーサルミュージックジャパンのシングル	128.33220400000002,0.7301734150097403
1980年生	88.033974,0.4265308967942672
オリコンシングルチャート1位獲得作品	122.66350600000001,0.7286812958395592
食文化	112.62115399999999,0.6540637860082303
1975年生	78.892838,0.4265308967942672
楽曲	83.64831,0.5277777777777778
1972年生	71.410676,0.4265308967942672
天使を題材とした楽曲	86.303497,0.5713385614027228
菓子の商品名	71.139426,0.44571477820922556
ユニバーサルミュージックジャパンのアルバム	109.675378,0.7659878253670283
日本の音楽プロデューサー	74.80751799999999,0.4839543644202008
日本の実業家	59.182467,0.37063589981281425
日本のAV女優	89.645614,0.6570056079250938
1969年生	60.516933,0.4265308967942672
1993年生	59.244845999999995,0.4265308967942672
日本のミュージシャン	66.487878,0.502526341441701
学校	66.487878,0.5025462962962963
2002年のシングル	94.16243,0.7571817890385526
NHK紅白歌合戦歌唱楽曲・作詞者・作曲者	67.502107,0.5494331652258895
レーゼドラマ	66.487878,0.5492363019763785
日本語の姓	45.580097,0.37987038499424863
美容の賞	29.497858,0.2514409722222222
地球を題材とした楽曲	44.54613,0.380239954214237
2005年のアルバム	81.13368299999999,0.6864995409582377
北海道出身の人物	70.25028800000001,0.6005347833281355
日本のタレント	58.919792,0.5137235122368249
アクション俳優	71.73986,0.6221418075300715
2005年のシングル	87.914853,0.7571817890385526
ソニー・ミュージックレコーズのシングル	99.157983,0.8603850045436974
長大な音楽作品名	85.643648,0.75
芸能プロダクション	43.1875,0.4058930528986982
2000年代のミュージカル	67.220253,0.6104271518261714
映画	72.670002,0.6572608024691359
日本の地名	45.580097,0.431414957735007
自然災害を題材とした作品	29.482502,0.30058408886316873
1989年設立の企業	43.1875,0.4248773248617541
福岡市出身の人物	74.80751799999999,0.6911399376405084
2001年没	42.66079,0.4242548464734116
ザ・ベストテン1位獲得作品	79.476006,0.7368653965134634
日本の子役	59.75262,0.5762294666700083
1924年生	42.66079,0.43294342427078564
コマーシャルソング	49.128494,0.493703891028621
静岡市出身の人物	72.112275,0.6911399376405084
日本の医薬品メーカー	58.334878,0.5848051407126474
朗読	30.78254,0.35677842998228465
自殺した人物	35.705338,0.3999981628453851
1978年生	39.10218,0.43294342427078564
1985年生	39.10218,0.43294342427078564
1973年生	39.10218,0.43294342427078564
1960年生	39.10218,0.43294342427078564
2004年の舞台作品	39.10218,0.44567582337272327
2008年の映画	43.1875,0.48207277925749525
世田谷区の企業	70.73983799999999,0.7152214369701915
モダニズム建築	30.78254,0.38025033601557906
2012年没	35.705338,0.4242548464734116
1968年生	36.406937,0.43294342427078564
日本の不動産会社	40.847435,0.47223165998210315
アニメ音楽の作曲家	39.10218,0.45816175410703996
1982年生	35.705338,0.43294342427078564
日本の映像作家	36.406937,0.4403733192789765
菓子のコマーシャルソング	48.78032,0.5476676041577361
1943年設立の企業	27.552338,0.37120432460455244
日本の振付家	30.78254,0.4053789554753955
