## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
あぶない刑事	15.187997,0.816341600069723
神奈川県を舞台とした作品	16.968618,0.8275784911551209
東京都府中市の歴史	21.854837,0.845715315286351
連続ドラマW	16.968618,0.8543675593111759
安部公房の小説	23.719383,0.8749555147437579
御嵩町の歴史	23.722712,0.8914113171304233
テレビ朝日水曜9時枠の刑事ドラマ	17.05562,0.8785208901543566
オハイオ州を舞台とした映画作品	16.968618,0.8844508035095522
日本の消費者金融会社	17.278816,0.8888963236239712
メリーランド州を舞台とした映画作品	16.441236,0.8865804197432627
ドラマW	19.68227,0.8998600863233024
企業	16.149101,0.9061631944444444
伊坂幸太郎原作の映画作品	16.968618,0.9115811649805668
那覇市の企業	15.176172,0.9296136511758243
美浜区の企業	15.912442,0.9458164901977596
都筑区の企業	15.92819,0.9557541723822588
福岡市中央区の企業	14.689096,0.9557541723822588
あらすじの作成が望まれている作品記事	16.870678,1.0
## IMINE2-J-058	速読　方法
存命人物	510.7646709999999,
学習塾	86.99441300000001,0.003955761316872428
JIS	9.685675,0.03281968021262003
東京都出身の人物	109.532119,0.28135870793835766
読書	48.562028999999995,0.19543726900653235
Non-noのモデル	13.852647,0.13001329247280333
能力開発	89.5960175,0.2844665898747377
科学哲学の分野	26.964529,0.158574961120294
音響工学	11.475595,0.14760016229186956
記憶	33.3205725,0.19225711751045213
1987年生	51.604583,0.24001673576149413
ISO	9.685675,0.16487376611347146
方法論	26.964529,0.20256498360339503
言語教育	15.536191,0.18671073995782367
2000年代の玩具	7.660511,0.1754153900534319
男性学	13.058007,0.19027372548502255
能力開発に関する人物	68.630093,0.30240761301988067
ジェンダー研究者	13.058007,0.19373122648897229
1950年生	41.712117,0.2540358294693548
携帯電話	9.685675,0.19149016165469518
日本のタレント	75.73692799999999,0.3259339411508345
センサ	13.39547,0.21211733012250517
英語教育	39.583159,0.2661702244830233
1947年生	33.254194,0.2612312339298585
デジタルカメラ	21.315888,0.24309508459634527
日本の実業家	52.841122,0.30773497017572266
コミュニケーション学者	15.946684,0.23589354074582128
1964年生	28.559181,0.2612312339298585
予備校講師	83.177231,0.36795816454475294
1991年生	26.910654,0.2612312339298585
1943年生	26.806077000000002,0.2612312339298585
1929年生	26.5115185,0.2612312339298585
教育学	13.852647,0.23727925311499765
エフェクター	11.475595,0.2335771415638224
1969年生	24.621341,0.2612312339298585
日本の出版社	58.10158499999999,0.32789316543682206
日本の教育学者	44.7257125,0.30593064641627077
日本の教育関係者	23.6601,0.2690685319342834
1951年生	23.080585,0.2688046624322662
言語政策	15.536191,0.2553433934138176
認知科学者	10.870994,0.248358024691358
1987年没	18.722326,0.263691229696748
自動認識およびデータ取得	9.685675,0.2470504558920086
画像処理	7.920418,0.24421125192878496
ゲーム	8.65502,0.2486111111111111
1960年生	18.777641,0.2688046624322662
1904年生	18.722326,0.2688046624322662
1978年生	18.401974,0.2688046624322662
1989年設立の企業	13.852647,0.2614913061378315
2009年没	14.0797415,0.263691229696748
日本の心理学者	18.722326,0.27395970346718623
1955年生	15.946684,0.2688046624322662
1972年生	15.155164,0.2688046624322662
2006年没	11.923645,0.263691229696748
1957年生	14.422283,0.2688046624322662
1924年生	14.422283,0.2688046624322662
1998年生	14.422283,0.2688046624322662
1939年生	14.422283,0.2688046624322662
教科教育学	15.536191,0.27148017910046107
1988年生	13.058007,0.2688046624322662
1944年生	13.058007,0.2688046624322662
1958年生	13.058007,0.2688046624322662
バーコード	9.685675,0.26269353767156195
魏晋南北朝時代の人物	13.852647,0.27085479247935246
1942年生	11.923645,0.2688046624322662
1979年生	11.923645,0.2688046624322662
1967年生	11.547945,0.2688046624322662
日本の文学研究者	27.48029,0.3009585005838637
1959年生	10.870994,0.2688046624322662
図書館を題材とした作品	7.920418,0.2632025853891231
法社会学者	7.208418,0.262841253029037
1986年生	10.279698,0.2688046624322662
遠隔教育	27.732618,0.3033115908840919
2010年没	7.208418,0.263691229696748
1963年生	9.726476,0.2688046624322662
日本の賞	13.058007,0.2753065321180555
1968年生	9.634262,0.2688046624322662
1936年生	9.200987,0.2688046624322662
日本の社会学者	7.208418,0.2659037358340637
学習	23.6601,0.29872712191358025
アメリカ合衆国の社会学者	13.058007,0.2787877296060528
気象予報士	11.923645,0.2777777777777778
1932年生	7.208418,0.2688046624322662
学校図書館	15.946684,0.289664365406813
日本の言語学者	13.058007,0.284554361030289
1995年の小説	11.923645,0.2826085895774192
入力機器	7.920418,0.27625087792195313
スポーツ競技	8.65502,0.27825038580246914
日本語学者	13.058007,0.2880661987831842
日本の政治学者	7.208418,0.2786530003981069
2010年の小説	7.920418,0.2815965608855437
キャンペーンガール	14.699286,0.2964006514134446
2000年の小説	7.920418,0.28386841530213514
パソコンの周辺機器	7.920418,0.287498872303418
日本語	15.536191,0.3027763832912862
日本の医学者	23.080585,0.3188048399448098
日本の教育	15.536191,0.3066855089695104
経営コンサルタント	23.84729,0.32407664549516074
広告制作関係者	10.279698,0.29876543209876544
日本の評論家	59.358493,0.3946458807025947
1997年の映画	11.923645,0.3036169189293019
固体撮像素子	13.39547,0.3067309001664003
ストリッパー	11.923645,0.30397858796296295
ゲーム機	7.660511,0.3013650658559946
ドイツを舞台とした作品	8.355275,0.30557708950785967
2009年のコンピュータゲーム	10.279698,0.3097484349407415
日本の法学者	7.208418,0.30599234823540933
フランス文学者	25.489784,0.3413233899601247
学習参考書	19.22501,0.3294648574994224
視覚	17.463781,0.3315166603171471
日本の中等教育の教員	30.488183,0.3572013628152798
手当て療法	14.422283,0.32706108760708635
2006年のコンピュータゲーム	18.734896,0.33823138846357437
登録商標	9.685675,0.32323139781403337
ヨーガ	15.900873,0.3352425566677527
多国籍企業	17.182283,0.34019097222222217
レースクイーン	23.84729,0.3614837431746847
日本の反共主義者	7.208418,0.33460993460580696
日本の俳優	36.681277,0.39208267870524594
2000年のコンピュータゲーム	7.660511,0.33792969116824667
初等教育	15.536191,0.3532949495598994
グッドデザイン賞	7.660511,0.3423995084474147
日本の大学受験	33.104981,0.39282806640297535
脳	10.870994,0.3509596798455347
日本文化振興会	13.058007,0.3556338821222753
トヨタグループの技術	9.685675,0.35125604165004576
架空の探偵	6.7457747,0.34686018864004853
日本の内科医	23.080585,0.3800069011516714
日本の女性声優	35.989095999999996,0.40627956810408705
文学の登場人物の一覧	6.7457747,0.3502141340340502
愛知県出身の人物	61.67372700000001,0.45738315588757145
日本の教育産業	51.420403,0.43888813006464966
日本の著作家	17.353321,0.4107935261814803
日本のアイドル	27.757293,0.433808921950017
アメリカ合衆国の著作家	13.058007,0.4092501415998259
日本の女性モデル	13.852647,0.41248809995856195
過去のオスカープロモーション所属者	14.699286,0.42101371980262153
日本文学研究者	14.422283,0.4265778476176498
日本の学校一覧	7.920418,0.4153281030542596
インセント	11.923645,0.4336182472991181
日本の男性声優	9.200987,0.43078613531307147
ゲーム機別ゲームタイトル一覧	8.306743,0.42977922832764787
中等教育	15.536191,0.444456500771605
予備校	13.058007,0.44501948052411977
過去のフェイスネットワーク所属者	11.923645,0.4446030476608939
日本の計算機科学者	10.870994,0.44269195946970413
河東裴氏	13.852647,0.45316795057248205
BRW108	11.923645,0.4541654544245884
集合住宅を舞台とした映画作品	11.923645,0.4543505544943009
存在論	26.964529,0.48423524917940425
日本の小説	11.923645,0.4558758823445359
お笑い芸人	22.258994,0.4766278034288364
日本のナレーター	9.726476,0.4533537439509983
入学試験	13.879971,0.4643214568885587
フリーアナウンサー	15.155164,0.469510912017985
集合住宅を舞台とした小説	11.923645,0.4654094091174212
室町時代の東京	7.920418,0.45889333934189913
日本のジャーナリスト	23.623269999999998,0.4902003869485644
教育に関する出版社	27.732618,0.5
連載小説	11.923645,0.471323617131478
立教大学の教員	15.946684,0.48085344194744495
日本の子役	14.422283,0.47974750588409354
小説のシリーズ	7.920418,0.470969621780188
日本のノンフィクション作家	9.200987,0.47667898942377296
高等学校を舞台とした小説	7.920418,0.47864047744643207
茨城県出身の人物	42.127576999999995,0.5516336941830089
日本のコンピュータゲームメーカー・ブランド	30.693897,0.5295818531120604
学校	16.185088999999998,0.5025462962962963
日本の翻訳家	15.935825,0.5033939920394501
人物	97.9120835,0.6666666666666666
日本の小説家	26.987583,0.5342021978847958
アドベンチャーゲーム	10.279698,0.5038967078147483
ニンテンドーDS用ソフト	47.224782000000005,0.5794102674470711
静岡県出身の人物	29.276966,0.576479830258821
河合塾	13.852647,0.5497339256155374
福島県出身の人物	25.986058999999997,0.5749258658169487
千葉県出身の人物	26.345928,0.576479830258821
エフエム長崎	15.155164,0.5557095840260511
東京学芸大学の教員	18.722326,0.5700301809815456
日本女子大学の教員	18.722326,0.5704188377548794
山形県出身の人物	21.124632,0.576479830258821
お笑い芸人	9.200987,0.552458664021164
京都市出身の人物	13.74807,0.5632022970843235
東京都港区の企業	33.582574,0.6043039064009272
企業	60.520551999999995,0.6600694444444444
大阪市出身の人物	9.200987,0.5566142892026112
日本の映画評論家	10.279698,0.5606279696242739
東海大学の教員	15.946684,0.5722510768291679
テレパックのテレビドラマ	10.279698,0.5613562259826053
日本のAV女優	11.923645,0.5670498760683848
一橋大学の教員	13.058007,0.5700301809815456
高知大学の教員	13.058007,0.5700301809815456
早稲田大学の教員	13.74807,0.5719688924155878
群馬パース大学の教員	23.080585,0.5922687912424623
富山大学の教員	11.923645,0.5700301809815456
日本の随筆家	11.923645,0.5707047780401392
長野県出身の人物	14.699286,0.576479830258821
島根県出身の人物	14.0797415,0.576479830258821
徳島大学の教員	10.870994,0.5700301809815456
日刊ゲンダイ	11.923645,0.5728329937565093
神奈川県出身の人物	13.058007,0.576479830258821
秋田県出身の人物	13.058007,0.576479830258821
ミス日本グランプリ	13.058007,0.5778095946573502
福岡県出身の人物	11.547945,0.5749391228130282
岐阜県出身の人物	11.923645,0.576479830258821
京都府出身の人物	11.923645,0.576479830258821
コンピュータゲームのシリーズ	6.435073,0.5654969177961986
横浜市出身の人物	15.935825,0.5853580325344205
東京大学の教員	7.208418,0.5712007237341747
東京工業大学の教員	7.208418,0.5712007237341747
埼玉県出身の人物	9.726476,0.576479830258821
教育	50.6179925,0.6597222222222222
石川県出身の人物	9.200987,0.5776693253934232
ライブドア	15.946684,0.591717490234375
神田外語大学の教員	15.946684,0.5922687912424623
静岡女子大学の教員	13.058007,0.5922687912424623
関西外国語大学の教員	13.058007,0.5922687912424623
上智大学出身の人物	10.870994,0.5914576118430244
落語の演目	9.200987,0.5882257459931318
コンピュータゲーム	37.085775,0.6445158730158731
文人	60.769436,0.6929783950617283
文京区の企業	14.422283,0.6043039064009272
日本の恋愛映画	11.923645,0.5993454862105386
二松學舍大学の教員	14.422283,0.6045139673648618
ドラマCD	8.355275,0.5927393478682033
渋谷区の企業	13.852647,0.6043039064009272
小説新潮	11.923645,0.6012036076049526
練馬区の企業	13.058007,0.6043039064009272
俳優	36.681277,0.6533333333333333
神奈川県	23.385166,0.6311111111111112
アイドル	39.680938,0.6666666666666666
GyaOのアナウンサー	13.058007,0.6186748529719491
渡辺プロ系列所属者	9.200987,0.6120448469642267
PlayStation	7.660511,0.6117229780676199
Z会	33.104981,0.664303460044637
声優	20.764321,0.6458333333333333
文学	28.199337999999997,0.6621141975308641
学者	29.004691,0.6666666666666667
出版	28.274929999999998,0.6671296296296296
工学	26.087524000000002,0.6666666666666666
哲学	26.964529,0.6698837868480726
落語立川流	7.208418,0.6347455756032926
生物学	17.463781,0.6597222222222222
心理学	17.463781,0.6597222222222222
テレビ番組	18.200116,0.6620817901234568
コンピュータ	13.580776,0.6527777777777778
新潟県の学校	7.920418,0.6441250000000001
推理小説の登場人物	6.7457747,0.6446663352440686
東京大学出身の人物	32.19007,0.6984558655123153
映画	11.923645,0.6572608024691359
幻冬舎	15.946684,0.6676327450606434
アナウンサー	15.155164,0.6670123456790125
文化放送のラジオドラマ	8.355275,0.6551161952717168
社会科学	13.058007,0.6666666666666666
ビーボ	9.726476,0.660264380148498
Wii用ソフト	10.279698,0.6616222469529739
プロ・フィット	9.200987,0.660264380148498
新宿区の教育	13.852647,0.6698809697970647
