## IMINE2-J-001	cvs
日本のドラマー	43.1875,111.28038400255834
静岡県出身の人物	30.78254,105.29370778657376
1999年のアルバム	30.78254,105.8925774526141
千葉県出身の人物	30.519865,106.3885217587577
ディズニーの音楽	39.10218,111.98419155979687
2006年のシングル	46.670383,117.29889108752661
維新政党・新風	29.263002,107.70617915776882
奈良県出身の人物	29.921295,108.6753091081585
日本のパニック映画	29.482502,109.14720879340418
1985年のシングル	37.175003,114.35711518006494
文学を原作とするテレビドラマ	29.391914,110.3809286204921
松竹歌劇団出身の人物	42.66079,119.03550658404188
1984年のシングル	43.1875,120.0412052446048
福岡県出身の人物	28.399927,111.7408817493348
アニメ映画挿入歌	39.10218,119.08404839801159
月曜ゴールデン	61.876304,133.90629978428262
ホラー漫画	29.482502,114.59362636634764
テレビドラマを原作とする舞台作品	30.78254,115.99314492625676
1987年のシングル	42.301003,123.85893391006164
墨田区の企業	30.78254,117.35885995294385
札幌オリンピック	42.66079,125.50673972688449
日本の健康食品メーカー	30.78254,118.7777061524397
日本テレビの深夜番組	44.016987,127.95449011556475
1993年のシングル	43.1875,128.86559110185124
日本のアクション映画	29.482502,120.74802051401231
エイベックス・グループのアーティスト	29.657698,121.54034731965176
2000年のシングル	41.66652,130.28139782041544
宝塚歌劇団の人物	30.78254,123.89114488717769
ジャパンアクションエンタープライズ	39.10218,130.3558398053181
ショウゲート製作の映画	29.482502,125.16543822865313
石原軍団	32.63768,129.2496595385506
千代田区の建築物	30.78254,129.01079394495108
日本のミュージカル作品	28.118073,128.17153091131055
日本のシンガーソングライター	28.399927,128.97534124012893
2004年のシングル	37.53719,135.93670906148276
スリラー	29.482502,131.23096664426595
ノンフィクションを原作とするテレビドラマ	30.78254,133.1913924703553
慶應義塾大学出身の人物	35.705338,137.22392438919218
日本コロムビアのシングル	43.1875,143.45749077812744
松田聖子のベスト・アルバム	35.705338,139.19957678485312
オリコンアルバムチャート1位獲得作品	32.424286,137.6432429281637
警視庁を舞台としたテレビドラマ	29.391914,136.19685168303565
日本のスリラー映画	29.482502,137.18167450034971
東宝製作の映画作品	29.482502,138.45323750650172
過去の劇団四季所属者	30.78254,140.62916204512626
警察官を主人公とした小説	29.391914,140.57744827907945
読売テレビの深夜番組	44.016987,152.05615319353078
ダイハツのコマーシャルソング	37.175003,148.1594965767072
日本のバドミントン選手	29.921295,144.03900502441834
京都大学出身の人物	35.705338,148.91737284727688
美少女戦士セーラームーンの音楽	43.1875,155.6559268888958
NHKのアナウンサー	35.705338,151.7745128391434
ユニバーサルミュージックジャパンのアーティスト	28.399927,147.64977657535567
WOWOW製作の映画	29.482502,149.07184583507924
三軒茶屋	27.552338,148.9395106953981
福岡市のスポーツ	30.78254,152.1012515287394
日本大学出身の人物	32.63768,154.31499963996166
東京都の医療機関	30.78254,153.70545733493333
週刊ヤングマガジンの漫画作品	29.482502,153.52546627127484
TBS製作の映画	29.482502,154.64005662187358
自伝を原作とするテレビドラマ	30.78254,156.61056752724775
北海道を舞台とした作品	30.78254,157.40639982856885
NHK紅白歌合戦	33.303596,160.02494356068672
法政大学出身の人物	30.78254,158.95363809373777
東証一部上場企業	40.847435,167.74436375030348
日本の仏教系高等学校	35.705338,164.83757142930236
日本の仏教系中学校	35.705338,165.5846230391094
日本の国政選挙の立候補経験者	29.263002,161.6430087063897
テレビ朝日のテレビアニメ主題歌	43.1875,173.0681434570659
世田谷を舞台とした作品	29.391914,164.1241745018472
北海道放送のテレビ番組	42.66079,174.99423119655
鎌田敏夫脚本のテレビドラマ	42.66079,176.51270424219652
日本レコード大賞	32.424286,169.78778791766027
日本のマラソン大会	30.78254,169.60822791660024
ドミニコ会	41.481728,179.36033027358033
日本テレビの音楽番組	44.016987,182.29022083708927
日本テレビのバラエティ番組	44.016987,183.3322333597649
ソニー・ミュージックレコーズのアルバム	46.507298,186.39680536688786
土曜ワイド劇場の主題歌	49.128494,189.34199424499866
フジテレビ木曜10時枠の連続ドラマの主題歌	48.78032,191.29531880682785
TBSのスペシャルドラマ	42.66079,187.6154009073825
客家人	30.78254,179.62407865695073
水曜ミステリー9	30.644463,180.32990476249884
TBS金曜ドラマ	30.78254,182.82041820447353
木更津市の学校	30.78254,183.83466104248117
読売テレビのバラエティ番組	44.016987,197.87341350798476
KUKI女優	29.265335,188.5797065290497
アリスJAPAN女優	29.265335,189.3937959342471
千代田区の高等学校	35.705338,195.96865844315275
千代田区の中学校	35.705338,196.84308332227855
千葉県の私立小学校	30.78254,197.9751696077479
龍谷総合学園	35.705338,204.17065843064506
TBSの刑事ドラマ	29.391914,200.41655658190464
東野圭吾の小説	30.004686,201.98111244522357
千葉県の私立高等学校	30.78254,205.7435394028715
千葉県の私立中学校	30.78254,206.65698550305154
東京都区部の私立中学校	35.705338,212.12796035190826
東京都区部の私立高等学校	35.705338,213.08434993646617
CBSソニーのアルバム	32.424286,217.3249498133093
糸島市	30.78254,217.3829446793429
## IMINE2-J-049	ヴィレッジヴァンガード
企業	845.876756,
存命人物	677.4409650000001,0.010833333333333332
イオンショッピングセンター	677.6238129999999,0.07510972145195688
2000年開業の施設	318.673602,0.5653074979948294
イオンモール	446.676646,1.4044372247924197
サブカルチャー	57.30184,0.5653019929561763
沖縄県のショッピングセンター	284.547117,2.5680759029388125
日本のシンガーソングライター	235.64063099999998,2.989276801616664
アルバム	251.048988,3.4790201173013258
フリーライター	46.5813,1.986094117783363
社会貢献	52.217125,2.200820507494095
食文化	183.202819,3.815771623487565
1988年生	93.9654,2.9762403376619764
日本の歌手	140.55453599999998,3.7787635561868123
1996年開業の施設	94.74903599999999,3.525989197109185
2008年開業の施設	90.393236,3.878374645527304
1998年設立の企業	57.30184,3.6352358771036806
日本の実業家	55.761406,3.8076832845027417
2002年開業の施設	86.85233600000001,4.581426942972995
2000年竣工の建築物	92.23709099999999,5.077133516960196
日本のバンド	143.804354,6.462415103548983
人物	98.26288199999999,5.709885906137146
北海道出身の人物	150.762886,7.275533869691469
歌手	143.528556,7.402606408039796
動物福祉	52.217125,5.378453830574999
アメリカ合衆国の飲料メーカー	44.862907,5.504791812824336
建築	90.183079,6.793181257667155
1948年生	55.761406,6.508830470511956
1991年生	52.814217,6.762866299981311
文人	95.00148,8.18877206654674
2014年のアルバム	96.568318,8.563462076037695
音楽	98.63896600000001,9.001951183101799
日本の映像作家	50.669937,7.522488589962678
フリーペーパー	47.27175,7.6531441149450785
1983年生	50.669937,8.00428155224503
1985年生	49.10312,8.375501130857044
1984年生	48.910446,8.6295369603264
1976年生	48.42018,8.883572789795755
1998年開業の施設	49.799328,9.222536990068066
菓子の商品名	42.985317,9.189410072325712
1958年生	46.5813,9.625143404828533
1999年開業の施設	47.3006,10.179260837967298
2006年開業の施設	46.750397,10.531646286385417
1981年生	44.538006,10.693468542753573
2005年開業の施設	44.857723,11.054704861089876
アピタ	183.509109,19.2656622960945
世界基督教統一神霊協会	42.985317,11.728549836066495
フジグランの店舗	183.92797499999998,20.84595582322286
北海道のショッピングセンター	179.55167,21.51147234336938
1977年生	42.501476,13.044524987534876
1994年開業の施設	44.46687,13.454536809293455
2003年開業の施設	44.31988,13.719550739459782
日本の映画	47.27175,14.264380609461835
2009年開業の施設	44.260094,14.343962392857177
1997年開業の施設	44.178513,14.608976323023505
日本の男性声優	52.814217,15.642555167584712
2004年開業の施設	44.040054,15.238454509804143
2001年開業の施設	43.948578,15.503468439970467
東京都出身の人物	44.538006,15.811746722671964
2007年開業の施設	43.88603,16.12842228256725
1992年開業の施設	43.322624,16.39343621273358
オリジナルキャラクター	42.739037,16.596057480401168
コンサート	52.217125,17.79963156237752
日本の俳優	42.501476,17.21977724953526
アイドル	43.003727,17.577338537945494
日本の小売業者	57.30184,19.328265146141163
漫画家	53.75918,19.335981431636423
ミニ・アルバム	103.39236,24.843553715698647
声優	52.814217,19.919569958569635
日本の音楽プロデューサー	44.538006,19.263835977660086
2007年のアルバム	103.181883,26.072533151988477
日本の漫画家	53.75918,21.179290290869076
ラジオ番組	46.035366,20.765514956889675
日本のミュージシャン	48.42018,21.13800828126246
ソフトドリンク	42.985317,20.98505463656766
削除依頼中のページ	52.369278,22.67153534918888
ジャズ・クラブ	42.972965,21.595768362018063
日本の歌手グループ	86.657715,27.562269326350126
東急グループ	44.178513,22.78708880381834
ニューヨーク市の音楽	42.972965,23.31659735244081
1999年竣工の建築物	47.3006,24.264446160790463
1996年竣工の建築物	46.035366,24.66672006226306
韓国の食文化	42.985317,24.63774571046031
1994年竣工の建築物	44.46687,25.455309620810482
羊毛とおはなのアルバム	48.600513,26.536933581119808
歌手	48.910446,26.823987906709647
長大な音楽作品名	48.81099,27.597470135548676
1987年竣工の建築物	43.788143,27.1024889665787
コンピュータアニメーション	46.306087,27.943799001093513
福岡県のショッピングセンター	138.611336,42.47145888556828
1979年竣工の建築物	42.985317,28.586129676519096
2010年のアルバム	50.480778,30.211820155684237
市販清涼飲料水	42.985317,29.49769569995515
1978年開業の鉄道駅	42.985317,30.18762311359253
シングル	46.211628,31.064901123799338
ジャズ	52.369278,32.43662626221481
広島県のショッピングセンター	132.679978,46.92312838066773
VOCALOIDを用いている音楽家	48.42018,32.913068045880536
1957年のアルバム	42.977245,33.349564606879504
2005年開業の鉄道駅	43.34656,34.36058560411946
テクノポップ	45.54522,35.5125176057586
札幌市の建築物	90.221093,45.15557951397297
インターネット	47.27175,37.55985258704909
短編アニメ	46.306087,37.47277841579359
日本のアイドルグループ	43.003727,37.75979362801396
日本のR&B・ミュージシャン	49.10312,39.70830702447731
日本のウェブサイト	47.27175,40.31128370616168
日本の小説家	48.42018,41.2565306374974
カバー・アルバム	55.410492,43.378535200754165
2008年のアルバム	55.410492,44.222472930223084
早稲田大学の教員	46.5813,43.23489203099586
マイカル	88.057812,53.54393403645403
佐賀市の建築物	88.467593,54.61695813150345
2013年のアルバム	44.488808,45.21141206401561
島根県出身の人物	53.75918,47.949661400866184
仙台市出身の人物	48.42018,47.31696366735777
リミックス・アルバム	50.480778,48.390764227404695
栃木県出身の人物	52.814217,49.77942427381518
2008年のテレビアニメ	46.306087,48.767866969066894
福岡県出身の人物	50.669937,50.8585784749489
PE'Zのアルバム	55.410492,52.68108838156042
日本の書店	57.30184,53.79388690722802
広島市出身の人物	45.80825,51.358388756562874
佐賀県の商業施設	88.467593,63.55085205717351
広島県の映画館	88.814758,64.82512556315369
ソニー・ロリンズのアルバム	42.977245,52.95788916459485
兵庫県	46.035366,54.16748442031973
文學界新人賞受賞者	48.42018,55.34114179735567
群馬県	46.035366,54.93024382123972
兵庫県出身の人物	48.42018,56.19995216228691
日本の喫茶店	52.369278,58.161013497993444
映画のサウンドトラック	48.81099,57.743497880580456
ニコニコ動画	48.42018,58.42782713524333
群馬県出身の人物	46.230854,58.42648702139338
ライブ・アルバム	42.977245,58.30972285126185
ニューヨーク市の建築物	42.972965,58.90912969329627
北陸地方のショッピングセンター	91.247755,74.64663700111696
